x,y
0.0,0.0
0.20408163265306123,0.40113001101066215
0.40816326530612246,0.7612415406595976
0.6122448979591837,1.0450224337724223
0.8163265306122449,1.2276785245367097
1.0204081632653061,1.2981011849251203
1.2244897959183674,1.2599079452257878
1.4285714285714286,1.1302177761293022
1.6326530612244898,0.9363884134536291
1.836734693877551,0.7112704542415063
2.0408163265306123,0.4877683849268355
2.2448979591836737,0.293603880492741
2.4489795918367347,0.14713471826378666
2.6530612244897958,0.05490074459067956
2.857142857142857,0.011276755321278809
3.0612244897959187,0.00025913182118819655
3.2653061224489797,-0.0009431018561890381
3.4693877551020407,-0.017142716827202642
3.673469387755102,-0.07005956007464764
3.8775510204081636,-0.17374009616310027
4.081632653061225,-0.3313057672026062
4.285714285714286,-0.5336035805909637
4.4897959183673475,-0.7600153508756771
4.6938775510204085,-0.9813214676415585
4.8979591836734695,-1.164170418338905
5.1020408163265305,-1.2764334815657454
5.3061224489795915,-1.292570012403245
5.510204081632653,-1.198118223143513
5.714285714285714,-0.9925614125953797
5.918367346938775,-0.6900783849359855
6.122448979591837,-0.31802714377313845
6.326530612244898,0.08662276694472532
6.530612244897959,0.48236160159021735
6.73469387755102,0.8289228395616113
6.938775510204081,1.0928715195704748
7.142857142857143,1.2521219737525668
7.346938775510204,1.2986832002287234
7.551020408163265,1.2392174760192896
7.755102040816327,1.0933517384030778
7.959183673469388,0.8900438249832561
8.16326530612245,0.6626175690140093
8.36734693877551,0.44329107017964486
8.571428571428571,0.2580969942214771
8.775510204081632,0.1230206145966315
8.979591836734695,0.041972874835606466
9.183673469387756,0.006906613747022922
9.387755102040817,2.5364775793394745e-05
9.591836734693878,-0.0023149713172310737
9.795918367346939,-0.024693196270307305
10.0,-0.087548485525556
